,Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age
1403,6086,1955-01-01,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,59.0
1404,1763,1988-01-01,Graduation,Together,87679.0,0,0,2013-07-27,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,26.0
1405,4697,1949-01-01,Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,64.0
1410,2678,1990-01-01,Graduation,Single,34412.0,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,23.0
1411,5790,1985-01-01,Graduation,Married,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,28.0
1412,236,1951-01-01,Graduation,Married,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,62.0
1414,6250,1949-01-01,PhD,Widow,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,1,0,64.0
1415,1168,1978-01-01,PhD,Married,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,35.0
1416,10749,1991-01-01,Graduation,Single,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,22.0
1417,2926,1952-01-01,Master,Together,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,61.0
1418,716,1949-01-01,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,65.0
1419,6544,1949-01-01,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,65.0
1420,4298,1973-01-01,PhD,Together,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,41.0
1425,8727,1978-01-01,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,36.0
1426,3056,1978-01-01,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,36.0
1428,3712,1959-01-01,Graduation,Divorced,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,0,55.0
1429,10722,1973-01-01,Graduation,Together,55593.0,0,1,2013-08-21,63,293,8,124,11,4,106,2,6,6,3,6,0,0,41.0
1432,2656,1971-01-01,Graduation,Divorced,40851.0,1,1,2013-02-21,63,23,1,7,0,4,24,1,1,1,2,7,0,0,42.0
1433,1993,1949-01-01,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,0,64.0
1442,3570,1969-01-01,PhD,Together,42731.0,1,0,2013-10-21,64,159,2,51,6,2,24,3,4,1,5,5,0,0,45.0
1443,1072,1965-01-01,PhD,Single,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,49.0
1444,9606,1965-01-01,PhD,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,1,0,49.0
1445,2730,1955-01-01,Graduation,Single,80317.0,0,0,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,1,0,0,59.0
1446,2995,1957-01-01,Master,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,57.0
1447,8210,1975-01-01,Master,Married,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,39.0
1448,773,1971-01-01,Master,Divorced,42835.0,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6,0,0,42.0
1449,5272,1965-01-01,Master,Married,53843.0,0,1,2013-06-27,64,378,0,88,19,4,73,4,8,5,3,7,0,0,48.0
1450,5125,1960-01-01,Graduation,Married,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,53.0
1451,4391,1968-01-01,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,45.0
1452,6283,1968-01-01,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,45.0
1453,3421,1968-01-01,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,45.0
1457,6097,1959-01-01,Graduation,Single,50664.0,1,1,2013-01-16,64,313,8,104,6,4,126,9,8,1,6,9,0,0,54.0
1458,5150,1979-01-01,Basic,Single,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,34.0
1461,3439,1972-01-01,Graduation,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,41.0
1462,6609,1966-01-01,Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,1,0,47.0
1464,9014,1975-01-01,Graduation,Married,37085.0,1,1,2014-06-26,65,39,1,16,2,0,3,4,3,0,3,8,0,0,39.0
1465,4050,1966-01-01,Master,Married,49605.0,0,0,2014-06-21,65,42,16,29,12,20,8,1,2,1,4,3,0,0,48.0
1466,6862,1971-01-01,Graduation,Divorced,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,43.0
1467,8315,1995-01-01,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,19.0
1468,5184,1995-01-01,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,19.0
1469,3643,1974-01-01,Master,Married,63206.0,0,0,2014-03-20,65,750,8,125,11,8,26,1,4,3,6,2,0,0,40.0
1471,4887,1976-01-01,PhD,Divorced,55412.0,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5,0,0,38.0
1473,3254,1971-01-01,Graduation,Married,70886.0,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,43.0
1474,2004,1969-01-01,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,45.0
1475,6142,1943-01-01,Master,Married,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,1,71.0
1476,8553,1965-01-01,Graduation,Married,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,48.0
1477,9805,1953-01-01,Master,Together,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,60.0
1478,849,1953-01-01,Master,Together,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,60.0
1479,1606,1971-01-01,Graduation,Together,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,42.0
1480,125,1958-01-01,2n Cycle,Together,53083.0,1,1,2013-05-15,65,215,7,33,3,0,13,6,5,1,5,7,0,0,55.0
1482,4706,1966-01-01,Graduation,Single,34704.0,0,1,2013-04-27,65,29,0,5,0,1,5,1,1,0,3,5,0,0,47.0
1483,4437,1962-01-01,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,51.0
1484,3081,1978-01-01,PhD,Married,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,35.0
1485,3536,1960-01-01,Graduation,Together,19740.0,0,1,2013-03-24,65,7,11,3,10,4,20,2,1,1,3,5,0,0,53.0
1487,9707,1969-01-01,PhD,Married,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,44.0
1488,10872,1969-01-01,PhD,Married,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,44.0
1489,9058,1955-01-01,Graduation,Widow,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,58.0
1490,4640,1967-01-01,Graduation,Divorced,70647.0,0,1,2012-09-21,65,561,85,171,25,123,114,2,4,7,13,2,0,0,46.0
1491,2525,1974-01-01,PhD,Married,38410.0,0,0,2012-09-14,65,153,64,123,116,64,14,2,5,2,9,6,1,0,39.0
1492,9503,1980-01-01,Graduation,Single,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,33.0
1493,10704,1969-01-01,Graduation,Single,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,44.0
1496,5680,1984-01-01,2n Cycle,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,30.0
1497,3726,1986-01-01,PhD,Together,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,28.0
1498,4548,1981-01-01,Graduation,Single,41967.0,1,1,2013-11-23,66,23,4,10,0,2,15,1,1,0,3,4,0,0,33.0
1501,7409,1970-01-01,Graduation,Together,53187.0,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,44.0
1505,425,1985-01-01,Graduation,Married,55357.0,2,0,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5,0,0,28.0
1506,9500,1959-01-01,Graduation,Married,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,1,54.0
1507,3074,1984-01-01,PhD,Married,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,1,0,29.0
1508,5140,1985-01-01,PhD,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,28.0
1511,10413,1984-01-01,Graduation,Married,72570.0,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,30.0
1512,3696,1965-01-01,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,49.0
1513,304,1981-01-01,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,33.0
1517,675,1973-01-01,Master,Divorced,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,40.0
1518,4483,1993-01-01,Graduation,Single,72354.0,0,0,2013-04-17,67,315,26,473,220,12,182,1,2,10,6,1,0,0,20.0
1519,1502,1983-01-01,Graduation,Together,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,30.0
1520,736,1983-01-01,Graduation,Together,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,30.0
1521,4487,1969-01-01,Master,Single,39858.0,1,0,2013-01-24,67,15,20,25,2,7,26,1,2,0,4,6,1,0,44.0
1522,3412,1951-01-01,Master,Married,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,0,62.0
1524,5837,1967-01-01,Graduation,Married,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,46.0
1525,3422,1975-01-01,Graduation,Married,76068.0,0,1,2012-11-29,67,1115,12,128,33,12,76,1,2,3,4,6,0,0,38.0
1526,7462,1954-01-01,Graduation,Single,22507.0,0,0,2012-11-24,67,68,0,226,51,157,68,3,10,2,4,9,0,0,59.0
1528,2115,1957-01-01,Graduation,Together,50116.0,1,1,2014-06-20,68,54,0,10,0,0,2,2,1,0,4,5,0,0,57.0
1529,4138,1962-01-01,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,0,0,52.0
1530,11091,1953-01-01,Graduation,Together,34587.0,1,1,2014-05-16,68,7,2,9,2,0,2,2,1,0,3,4,0,0,61.0
1531,7712,1946-01-01,PhD,Single,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,68.0
1532,3535,1965-01-01,Graduation,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,49.0
1533,5899,1950-01-01,PhD,Together,5648.0,1,1,2014-03-13,68,28,0,6,1,1,13,1,1,0,0,20,0,0,64.0
1536,9491,1984-01-01,Graduation,Together,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,30.0
1537,5286,1987-01-01,Master,Single,41020.0,0,0,2013-10-28,68,112,1,54,7,7,36,1,3,2,4,3,0,0,27.0
1538,3409,1984-01-01,Graduation,Single,36108.0,1,0,2013-10-15,68,141,8,129,3,11,47,3,7,1,4,9,0,0,30.0
1541,9370,1945-01-01,PhD,Married,65846.0,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,0,0,68.0
1543,405,1964-01-01,Graduation,Divorced,41638.0,0,1,2013-02-13,68,315,0,31,4,0,91,4,5,5,3,8,0,0,49.0
1544,10513,1992-01-01,Graduation,Together,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,21.0
1545,5138,1950-01-01,Graduation,Together,28320.0,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,63.0
1547,378,1971-01-01,Graduation,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,42.0
1548,5846,1977-01-01,Graduation,Divorced,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,36.0
1549,8870,1984-01-01,Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,1,0,29.0
1550,10340,1984-01-01,Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,29.0
1554,11178,1972-01-01,Master,Single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,42.0
1555,2410,1969-01-01,Graduation,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,45.0
1557,9905,1952-01-01,Graduation,Together,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,0,0,62.0
1560,7912,1978-01-01,Graduation,Married,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,0,0,35.0
1561,7072,1973-01-01,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,40.0
1562,1409,1951-01-01,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,62.0
1563,5314,1951-01-01,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,62.0
1567,10313,1975-01-01,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,38.0
1568,642,1980-01-01,Basic,Married,16005.0,1,0,2012-08-14,69,1,3,2,20,30,47,3,2,1,2,8,0,0,33.0
1571,3717,1959-01-01,Graduation,Married,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,0,0,55.0
1572,7646,1989-01-01,Graduation,Single,64449.0,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4,0,0,25.0
1573,5796,1963-01-01,Graduation,Married,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,51.0
1576,4356,1971-01-01,Graduation,Together,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,43.0
1578,10057,1951-01-01,Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,1,0,63.0
1583,2431,1990-01-01,Graduation,Married,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,23.0
1584,7899,1952-01-01,PhD,Married,77610.0,0,1,2012-10-29,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,61.0
1585,9703,1970-01-01,PhD,Married,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,43.0
1587,7005,1981-01-01,Graduation,Single,58684.0,0,0,2014-06-16,71,479,35,179,28,7,85,1,5,3,12,2,0,0,33.0
1588,246,1965-01-01,Graduation,Married,66480.0,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,49.0
1589,4796,1952-01-01,Graduation,Divorced,49638.0,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,62.0
1590,4725,1950-01-01,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,64.0
1593,4297,1969-01-01,Graduation,Together,23228.0,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8,0,0,45.0
1594,7327,1959-01-01,PhD,Married,36732.0,1,1,2013-12-29,71,21,5,3,10,1,7,3,1,1,4,2,0,0,55.0
1595,1553,1946-01-01,Graduation,Together,82657.0,0,0,2013-09-27,71,966,168,672,246,105,126,1,7,5,10,4,0,0,68.0
1596,1665,1964-01-01,PhD,Divorced,64140.0,0,2,2013-09-23,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,50.0
1600,5062,1963-01-01,PhD,Married,54072.0,1,1,2013-07-27,71,35,0,4,0,0,0,1,2,0,2,8,0,0,51.0
1602,3386,1992-01-01,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,21.0
1603,8175,1992-01-01,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,21.0
1604,6245,1950-01-01,PhD,Together,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,63.0
1605,8780,1950-01-01,PhD,Together,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,63.0
1609,8629,1956-01-01,Graduation,Widow,46984.0,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,0,0,57.0
1610,798,1987-01-01,Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,26.0
1611,269,1963-01-01,PhD,Single,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,50.0
1613,10245,1986-01-01,2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,27.0
1614,2447,1979-01-01,Graduation,Together,30545.0,1,0,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7,0,0,34.0
1615,9817,1970-01-01,Master,Single,44802.0,0,0,2012-08-21,71,853,10,143,13,10,20,2,9,4,12,8,0,0,43.0
1616,1371,1976-01-01,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,38.0
1617,8093,1969-01-01,Master,Married,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,45.0
1621,5283,1976-01-01,PhD,Single,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,38.0
1623,7495,1948-01-01,PhD,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,66.0
1625,6303,1986-01-01,PhD,Together,91820.0,0,0,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1,0,0,28.0
1626,1030,1965-01-01,PhD,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,49.0
1627,10364,1959-01-01,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,55.0
1629,8562,1969-01-01,Graduation,Together,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,44.0
1630,2918,1981-01-01,Graduation,Divorced,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,32.0
1631,9167,1956-01-01,Graduation,Married,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,57.0
1633,10742,1983-01-01,PhD,Married,86580.0,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,30.0
1634,10965,1955-01-01,Graduation,Together,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,58.0
1635,7129,1962-01-01,PhD,Married,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,51.0
1638,10686,1965-01-01,PhD,Together,34230.0,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,48.0
1639,7247,1960-01-01,Graduation,Widow,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,0,53.0
1640,1513,1979-01-01,2n Cycle,Together,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,34.0
1642,6653,1970-01-01,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,1,0,43.0
1643,9400,1958-01-01,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,56.0
1644,7106,1943-01-01,PhD,Married,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,71.0
1645,4252,1965-01-01,Graduation,Married,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,49.0
1647,10770,1959-01-01,Graduation,Married,65492.0,0,0,2014-01-26,73,247,161,295,210,85,47,2,4,7,13,2,0,0,55.0
1649,6870,1959-01-01,PhD,Divorced,68805.0,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,0,55.0
1650,143,1970-01-01,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,44.0
1651,6445,1967-01-01,Graduation,Together,66825.0,0,0,2013-07-14,73,243,101,405,29,40,40,1,4,5,6,2,0,0,47.0
1654,4637,1954-01-01,PhD,Single,74637.0,0,0,2013-05-18,73,960,64,464,146,0,16,1,6,9,9,3,0,0,59.0
1655,8690,1962-01-01,Graduation,Married,86111.0,0,0,2013-04-19,73,399,28,756,36,40,126,1,5,7,10,2,0,0,51.0
1658,9029,1972-01-01,PhD,Married,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,41.0
1660,9246,1985-01-01,Master,Together,40101.0,1,0,2012-10-14,73,171,3,129,26,24,62,4,6,1,6,7,0,0,28.0
1661,4943,1953-01-01,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,60.0
1662,4122,1975-01-01,Graduation,Married,79205.0,0,0,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,1,0,38.0
1666,7254,1969-01-01,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,45.0
1667,8775,1969-01-01,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,45.0
1668,9543,1985-01-01,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,29.0
1669,7093,1985-01-01,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,29.0
1670,2894,1985-01-01,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,1,0,29.0
1671,5956,1948-01-01,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,66.0
1673,5057,1961-01-01,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,53.0
1674,10260,1965-01-01,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,49.0
1675,2262,1965-01-01,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,49.0
1676,7930,1969-01-01,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,45.0
1677,1461,1965-01-01,PhD,Divorced,36921.0,1,1,2013-07-28,74,17,1,12,3,1,4,2,2,0,3,7,0,0,49.0
1679,6461,1969-01-01,Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,0,44.0
1680,257,1959-01-01,PhD,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,54.0
1681,9460,1963-01-01,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,50.0
1682,3855,1963-01-01,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,50.0
1683,367,1978-01-01,2n Cycle,Married,36550.0,1,0,2013-02-19,74,47,90,94,123,103,120,5,9,1,5,9,0,0,35.0
1687,9292,1952-01-01,Graduation,Married,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,61.0
1688,6218,1965-01-01,Graduation,Married,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,0,48.0
1692,274,1973-01-01,Graduation,Single,34853.0,1,1,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6,0,0,41.0
1694,11010,1984-01-01,PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,30.0
1696,10735,1971-01-01,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,43.0
1697,5068,1971-01-01,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,43.0
1699,7053,1966-01-01,PhD,Single,78420.0,0,0,2013-06-29,75,604,28,674,91,28,28,1,3,10,8,1,0,0,47.0
1700,3179,1980-01-01,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,33.0
1701,8082,1971-01-01,Graduation,Married,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,1,0,42.0
1704,2375,1972-01-01,Graduation,Together,30261.0,1,2,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,0,0,41.0
1707,4333,1954-01-01,Graduation,Together,32144.0,1,1,2014-03-23,76,41,0,10,0,0,3,4,2,1,3,7,0,0,60.0
1709,4927,1971-01-01,Graduation,Together,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,43.0
1714,8414,1962-01-01,PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,52.0
1715,6810,1983-01-01,Graduation,Divorced,82025.0,0,0,2013-05-28,76,267,98,606,48,70,98,1,3,2,6,1,1,0,30.0
1718,238,1967-01-01,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,46.0
1719,591,1957-01-01,Graduation,Widow,66033.0,0,1,2013-01-20,76,293,35,179,46,59,65,2,8,3,7,7,0,0,56.0
1720,5063,1977-01-01,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,36.0
1723,7301,1982-01-01,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,1,0,31.0
1725,5287,1973-01-01,Graduation,Married,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,41.0
1726,6457,1976-01-01,Graduation,Divorced,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,38.0
1730,954,1960-01-01,Basic,Widow,22123.0,0,0,2014-03-27,77,3,3,24,34,7,31,1,2,1,3,5,0,0,54.0
